1630991121.407,29.0
1630995064.34,20.0,4.0
1630995064.512,9.0,19.0
1630995064.762,16.0,2.0
1630995064.831,2.0,52.0
1630995064.844,8.0,15.0
1630995064.958,5.0,14.0
1630995065.073,15.0,23.0
1630995065.339,10.0,19.0
1630995065.52,25.0,44.0
1630995065.733,10.0,52.0
1630995065.839,21.0,27.0
1630995065.847,18.0,21.0
1630995065.937,40.0,7.0
1630995066.003,10.0,52.0
1630995066.093,26.0,59.0
1630995066.171,34.0,46.0
1630995066.281,41.0,25.0
1630995066.294,11.0,29.0
1630995066.47,8.0,57.0
1630995066.691,35.0,9.0
1630995066.966,34.0,38.0
1630995067.146,21.0,29.0
1630995067.285,5.0,32.0
1630995067.453,17.0,47.0
1630995067.47,29.0,13.0
1630995067.65,23.0,0.0
1630995067.72,44.0,8.0
1630995067.843,41.0,31.0
1630995067.928,0.0,21.0
1630995068.092,31.0,10.0
1630995068.191,23.0,13.0
1630995068.252,29.0,10.0
1630995068.309,26.0,1.0
1630995068.416,40.0,28.0
1630995068.523,16.0,33.0
1630995068.621,7.0,56.0
1630995068.736,9.0,46.0
1630995068.949,13.0,7.0
1630995068.965,27.0,21.0
1630995068.973,21.0,57.0
1630995069.244,45.0,40.0
1630995069.366,9.0,8.0
1630995069.613,20.0,56.0
1630995069.707,25.0,36.0
1630995069.752,5.0,22.0
1630995069.813,48.0,14.0
1630995069.928,11.0,17.0
1630995069.96,16.0,53.0
1630995070.174,32.0,57.0
1630995070.411,25.0,58.0
1630995070.485,5.0,1.0
1630995070.686,22.0,35.0
1630995070.854,46.0,19.0
1630995071.136,16.0,2.0
1630995071.194,27.0,7.0
1630995071.329,21.0,9.0
1630995071.489,33.0,28.0
1630995071.665,23.0,13.0
1630995071.767,41.0,59.0
1630995071.939,39.0,27.0
1630995072.001,11.0,51.0
1630995072.025,21.0,45.0
1630995072.103,20.0,5.0
1630995072.398,41.0,4.0
1630995072.632,16.0,29.0
1630995072.796,45.0,6.0
1630995073.025,34.0,27.0
1630995073.115,16.0,19.0
1630995073.345,26.0,15.0
1630995073.492,39.0,53.0
1630995073.726,45.0,52.0
1630995073.791,40.0,44.0
1630995073.992,9.0,9.0
1630995074.168,14.0,23.0
1630995074.254,22.0,27.0
1630995074.369,33.0,31.0
1630995074.59,34.0,52.0
1630995074.606,45.0,22.0
1630995074.676,47.0,42.0
1630995074.807,4.0,58.0
1630995075.008,49.0,50.0
1630995075.024,31.0,9.0
1630995075.049,48.0,49.0
1630995075.057,15.0,17.0
1630995075.344,9.0,48.0
1630995075.352,49.0,31.0
1630995075.377,15.0,35.0
1630995075.598,1.0,38.0
1630995075.86,27.0,27.0
1630995075.999,11.0,7.0
1630995076.278,45.0,52.0
1630995076.286,44.0,39.0
1630995076.536,39.0,27.0
1630995076.745,12.0,53.0
1630995076.758,11.0,48.0
1630995076.913,31.0,12.0
1630995077.2,43.0,5.0
1630995077.306,46.0,46.0
1630995077.319,28.0,4.0
1630995077.56,21.0,51.0
1630995077.695,44.0,10.0
1630995077.781,28.0,26.0
1630995077.826,14.0,11.0
1630995078.011,41.0,47.0
1630995078.089,2.0,29.0
1630995078.351,32.0,41.0
1630995078.499,5.0,13.0
1630995078.752,19.0,52.0
1630995078.908,3.0,53.0
1630995079.133,18.0,31.0
1630995079.412,2.0,1.0
1630995079.687,45.0,5.0
1630995079.838,23.0,39.0
1630995080.096,2.0,45.0
1630995080.166,9.0,4.0
1630995080.445,17.0,11.0
1630995080.53,41.0,58.0
1630995080.723,8.0,18.0
1630995080.842,49.0,28.0
1630995080.916,40.0,26.0
1630995081.026,44.0,41.0
1630995081.125,46.0,6.0
1630995081.42,36.0,52.0
1630995081.477,31.0,47.0
1630995081.563,45.0,3.0
1630995081.596,39.0,53.0
1630995081.657,21.0,51.0
1630995081.723,38.0,58.0
1630995081.866,41.0,58.0
1630995082.112,2.0,53.0
1630995082.21,16.0,26.0
1630995082.329,1.0,31.0
1630995082.341,40.0,20.0
1630995082.517,32.0,12.0
1630995082.62,42.0,18.0
1630995082.755,36.0,37.0
1630995082.927,22.0,57.0
1630995083.083,2.0,27.0
1630995083.21,36.0,59.0
1630995083.222,29.0,10.0
1630995083.378,41.0,23.0
1630995083.657,43.0,57.0
1630995083.665,32.0,31.0
1630995083.706,31.0,13.0
1630995083.771,6.0,4.0
1630995084.042,45.0,49.0
1630995084.304,15.0,15.0
1630995084.542,37.0,39.0
1630995084.726,8.0,10.0
1630995084.951,45.0,6.0
1630995085.209,37.0,16.0
1630995085.5,47.0,49.0
1630995085.652,40.0,7.0
1630995085.758,0.0,27.0
1630995085.766,12.0,35.0
1630995085.856,21.0,29.0
1630995086.135,45.0,28.0
1630995086.311,10.0,1.0
1630995086.332,14.0,15.0
1630995086.533,43.0,33.0
1630995086.799,20.0,52.0
1630995086.975,43.0,59.0
1630995087.069,5.0,29.0
1630995087.127,18.0,58.0
1630995087.352,38.0,33.0
1630995087.581,14.0,35.0
1630995087.864,41.0,20.0
1630995087.958,48.0,13.0
1630995087.979,4.0,38.0
1630995088.204,44.0,48.0
1630995088.38,23.0,21.0
1630995088.446,19.0,47.0
1630995088.483,45.0,50.0
1630995088.601,36.0,1.0
1630995088.675,30.0,0.0
1630995088.864,17.0,9.0
1630995088.966,25.0,34.0
1630995089.249,45.0,23.0
1630995089.384,34.0,29.0
1630995089.618,10.0,1.0
1630995089.736,35.0,9.0
1630995089.765,41.0,8.0
1630995089.822,2.0,1.0
1630995089.839,42.0,24.0
1630995089.908,2.0,4.0
1630995090.13,46.0,49.0
1630995090.396,49.0,22.0
1630995090.523,0.0,53.0
1630995090.564,37.0,28.0
1630995090.683,13.0,57.0
1630995090.875,25.0,16.0
1630995091.121,11.0,12.0
1630995091.277,9.0,12.0
1630995091.445,1.0,51.0
1630995091.699,46.0,42.0
1630995091.76,46.0,25.0
1630995091.768,8.0,54.0
1630995091.797,17.0,51.0
1630995092.031,43.0,36.0
1630995092.121,11.0,35.0
1630995092.354,42.0,23.0
1630995092.653,40.0,7.0
1630995092.788,38.0,29.0
1630995092.94,31.0,50.0
1630995092.965,4.0,23.0
1630995092.985,17.0,12.0
1630995093.137,13.0,30.0
1630995093.243,10.0,41.0
1630995093.514,17.0,0.0
1630995093.591,17.0,22.0
1630995093.649,40.0,53.0
1630995093.718,9.0,37.0
1630995093.796,2.0,40.0
1630995093.866,40.0,28.0
1630995094.153,20.0,34.0
1630995094.415,2.0,43.0
1630995094.448,41.0,44.0
1630995094.628,25.0,47.0
1630995094.915,27.0,34.0
1630995095.042,20.0,36.0
1630995095.066,38.0,32.0
1630995095.136,25.0,22.0
1630995095.374,10.0,39.0
1630995095.398,8.0,43.0
1630995095.48,32.0,36.0
1630995095.615,18.0,44.0
1630995095.66,31.0,16.0
1630995095.849,7.0,26.0
1630995096.041,29.0,13.0
1630995096.332,39.0,5.0
1630995096.517,11.0,6.0
1630995096.586,15.0,59.0
1630995096.758,35.0,54.0
1630995097.041,46.0,19.0
1630995097.18,30.0,58.0
1630995097.205,21.0,44.0
1630995097.393,48.0,0.0
1630995097.41,12.0,57.0
1630995097.709,31.0,32.0
1630995097.836,36.0,36.0
1630995097.905,45.0,8.0
1630995098.201,25.0,35.0
1630995098.471,4.0,27.0
1630995098.737,49.0,52.0
1630995098.745,46.0,20.0
1630995099.028,3.0,49.0
1630995099.049,16.0,45.0
1630995099.282,17.0,47.0
1630995099.388,25.0,32.0
1630995099.426,22.0,8.0
1630995099.511,9.0,11.0
1630995099.77,46.0,17.0
1630995099.843,26.0,54.0
1630995100.073,2.0,54.0
1630995100.311,47.0,38.0
1630995100.565,9.0,47.0
1630995100.782,34.0,35.0
1630995100.843,17.0,45.0
1630995100.917,42.0,13.0
1630995100.921,4.0,16.0
1630995101.167,29.0,17.0
1630995101.326,26.0,43.0
1630995101.515,27.0,7.0
1630995101.589,36.0,42.0
1630995101.593,33.0,3.0
1630995101.728,24.0,33.0
1630995101.97,19.0,33.0
1630995102.248,15.0,53.0
1630995102.47,28.0,0.0
1630995102.654,1.0,0.0
1630995102.904,5.0,51.0
1630995103.022,19.0,33.0
1630995103.211,17.0,49.0
1630995103.457,8.0,9.0
1630995103.69,29.0,44.0
1630995103.965,31.0,14.0
1630995104.19,33.0,41.0
1630995104.202,10.0,52.0
1630995104.35,47.0,18.0
1630995104.641,7.0,23.0
1630995104.846,12.0,14.0
1630995105.042,24.0,24.0
1630995105.309,48.0,46.0
1630995105.391,47.0,7.0
1630995105.399,36.0,3.0
1630995105.407,43.0,16.0
1630995105.682,27.0,38.0
1630995105.759,3.0,12.0
1630995105.853,45.0,28.0
1630995106.071,45.0,39.0
1630995106.226,17.0,38.0
1630995106.39,24.0,1.0
1630995106.685,6.0,41.0
1630995106.816,32.0,38.0
1630995106.886,38.0,35.0
1630995106.988,23.0,54.0
1630995107.095,20.0,15.0
1630995107.271,47.0,10.0
1630995107.505,45.0,55.0
1630995107.623,4.0,12.0
1630995107.656,9.0,11.0
1630995107.857,27.0,12.0
1630995108.066,15.0,37.0
1630995108.246,21.0,6.0
1630995108.402,1.0,54.0
1630995108.414,0.0,6.0
1630995108.435,3.0,52.0
1630995108.529,33.0,57.0
1630995108.816,18.0,1.0
1630995108.992,19.0,47.0
1630995109.004,4.0,27.0
1630995109.008,9.0,55.0
1630995109.25,36.0,55.0
1630995109.496,46.0,20.0
1630995109.77,47.0,57.0
1630995109.873,17.0,53.0
1630995110.008,26.0,43.0
1630995110.069,33.0,39.0
1630995110.077,48.0,32.0
1630995110.11,19.0,14.0
1630995110.122,42.0,26.0
1630995110.373,12.0,33.0
1630995110.413,2.0,51.0
1630995110.573,43.0,54.0
1630995110.675,11.0,53.0
1630995110.831,33.0,12.0
1630995110.983,44.0,54.0
1630995111.27,27.0,21.0
1630995111.474,49.0,36.0
1630995111.556,17.0,0.0
1630995111.794,32.0,20.0
1630995111.974,14.0,52.0
1630995112.093,40.0,28.0
1630995112.306,22.0,35.0
1630995112.503,35.0,30.0
1630995112.753,4.0,0.0
1630995112.847,42.0,51.0
1630995113.08,8.0,53.0
1630995113.146,37.0,23.0
1630995113.384,49.0,46.0
1630995113.547,7.0,5.0
1630995113.695,43.0,3.0
1630995113.924,9.0,5.0
1630995114.121,22.0,4.0
1630995114.305,48.0,57.0
1630995114.555,22.0,47.0
1630995114.695,35.0,12.0
1630995114.977,2.0,45.0
1630995115.035,15.0,10.0
1630995115.047,14.0,1.0
1630995115.207,31.0,39.0
1630995115.358,12.0,2.0
1630995115.608,12.0,25.0
1630995115.727,24.0,22.0
1630995115.772,2.0,7.0
1630995116.006,37.0,18.0
1630995116.096,24.0,51.0
1630995116.329,31.0,54.0
1630995116.534,22.0,26.0
1630995116.747,0.0,8.0
1630995117.014,6.0,34.0
1630995117.046,8.0,43.0
1630995117.14,22.0,4.0
1630995117.154,6.0,59.0
1630995117.308,27.0,22.0
1630995117.48,10.0,50.0
1630995117.64,13.0,49.0
1630995117.907,48.0,55.0
1630995118.054,16.0,8.0
1630995118.21,9.0,23.0
1630995118.3,38.0,58.0
1630995118.525,36.0,41.0
1630995118.767,48.0,11.0
1630995118.886,3.0,49.0
1630995119.185,34.0,44.0
1630995119.238,28.0,57.0
1630995119.394,6.0,0.0
1630995119.586,27.0,53.0
1630995119.873,6.0,12.0
1630995119.967,25.0,53.0
1630995120.107,3.0,30.0
1630995120.381,17.0,30.0
1630995120.43,44.0,25.0
1630995120.647,0.0,32.0
1630995120.852,24.0,52.0
1630995120.914,10.0,53.0
1630995121.069,26.0,14.0
1630995121.295,1.0,24.0
1630995121.319,42.0,11.0
1630995121.426,41.0,46.0
1630995121.43,21.0,13.0
1630995121.5,47.0,16.0
1630995121.508,24.0,15.0
1630995121.59,13.0,26.0
1630995121.782,37.0,49.0
1630995122.012,12.0,32.0
1630995122.053,39.0,23.0
1630995122.278,32.0,42.0
1630995122.286,36.0,58.0
1630995122.343,35.0,19.0
1630995122.405,23.0,42.0
1630995122.454,49.0,11.0
1630995122.688,24.0,36.0
1630995122.696,47.0,6.0
1630995122.88,12.0,0.0
1630995122.966,8.0,32.0
1630995123.023,25.0,42.0
1630995123.036,21.0,35.0
1630995123.15,36.0,1.0
1630995123.22,22.0,54.0
1630995123.433,8.0,35.0
1630995123.732,18.0,13.0
1630995123.917,28.0,50.0
1630995124.085,30.0,50.0
1630995124.191,19.0,28.0
1630995124.31,30.0,10.0
1630995124.601,19.0,2.0
1630995124.867,36.0,15.0
1630995125.039,6.0,24.0
1630995125.228,46.0,47.0
1630995125.273,8.0,10.0
1630995125.416,39.0,31.0
1630995125.535,39.0,59.0
1630995125.576,25.0,22.0
1630995125.633,37.0,7.0
1630995125.748,26.0,35.0
1630995125.998,26.0,28.0
1630995126.109,4.0,8.0
1630995126.281,32.0,44.0
1630995126.428,34.0,13.0
1630995126.58,2.0,28.0
1630995126.588,15.0,11.0
1630995126.617,26.0,10.0
1630995126.682,11.0,32.0
1630995126.924,9.0,22.0
1630995126.94,11.0,23.0
1630995127.088,46.0,41.0
1630995127.325,41.0,58.0
1630995127.575,25.0,18.0
1630995127.784,32.0,45.0
1630995127.842,3.0,15.0
1630995128.067,14.0,17.0
1630995128.087,14.0,41.0
1630995128.28,22.0,44.0
1630995128.341,11.0,26.0
1630995128.436,5.0,59.0
1630995128.464,25.0,19.0
1630995128.665,34.0,6.0
1630995128.886,44.0,16.0
1630995129.046,46.0,9.0
1630995129.099,43.0,3.0
1630995129.316,36.0,4.0
1630995129.46,39.0,20.0
1630995129.616,49.0,51.0
1630995129.89,31.0,25.0
1630995130.079,47.0,51.0
1630995130.099,29.0,35.0
1630995130.238,2.0,57.0
1630995130.435,13.0,19.0
1630995130.496,33.0,31.0
1630995130.718,8.0,36.0
1630995131.017,30.0,11.0
1630995131.099,26.0,18.0
1630995131.386,7.0,36.0
1630995131.418,2.0,53.0
1630995131.652,41.0,27.0
1630995131.66,0.0,22.0
1630995131.68,18.0,21.0
1630995131.746,23.0,6.0
1630995131.77,35.0,49.0
1630995131.824,36.0,46.0
1630995132.004,17.0,20.0
1630995132.279,20.0,10.0
1630995132.557,27.0,33.0
1630995132.836,8.0,38.0
1630995132.971,38.0,52.0
1630995133.045,25.0,51.0
1630995133.061,21.0,11.0
1630995133.077,29.0,7.0
1630995133.131,0.0,58.0
1630995133.34,37.0,38.0
1630995133.52,37.0,47.0
1630995133.819,15.0,50.0
1630995133.925,33.0,46.0
1630995134.028,37.0,14.0
1630995134.31,8.0,56.0
1630995134.454,43.0,13.0
1630995134.524,37.0,27.0
1630995134.642,45.0,27.0
1630995134.88,25.0,39.0
1630995135.13,13.0,5.0
1630995135.167,12.0,45.0
1630995135.253,42.0,44.0
1630995135.499,35.0,31.0
1630995135.601,30.0,28.0
1630995135.79,1.0,9.0
1630995135.851,5.0,21.0
1630995136.089,10.0,47.0
1630995136.175,0.0,26.0
1630995136.363,2.0,27.0
1630995136.416,16.0,5.0
1630995136.629,12.0,38.0
1630995136.851,43.0,35.0
1630995136.953,26.0,53.0
1630995137.097,30.0,13.0
1630995137.305,45.0,3.0
1630995137.498,14.0,9.0
1630995137.723,13.0,20.0
1630995137.768,46.0,40.0
1630995137.953,38.0,51.0
1630995138.219,14.0,41.0
1630995138.305,42.0,44.0
1630995138.526,13.0,0.0
1630995138.735,39.0,52.0
1630995138.985,8.0,1.0
1630995139.268,1.0,13.0
1630995139.419,23.0,0.0
1630995139.587,35.0,40.0
1630995139.661,11.0,21.0
1630995139.89,9.0,34.0
1630995140.169,37.0,58.0
1630995140.436,11.0,19.0
1630995140.558,7.0,34.0
1630995140.833,17.0,57.0
1630995141.099,38.0,4.0
1630995141.161,35.0,6.0
1630995141.181,26.0,1.0
1630995141.435,8.0,23.0
1630995141.73,1.0,34.0
1630995142.021,9.0,35.0
1630995142.304,22.0,49.0
1630995142.476,27.0,26.0
1630995142.619,48.0,0.0
1630995142.717,35.0,22.0
1630995142.918,2.0,25.0
1630995143.082,19.0,56.0
1630995143.152,44.0,37.0
1630995143.307,34.0,56.0
1630995143.451,31.0,51.0
1630995143.508,45.0,51.0
1630995143.529,14.0,7.0
1630995143.619,24.0,5.0
1630995143.889,8.0,50.0
1630995144.151,5.0,9.0
1630995144.327,12.0,8.0
1630995144.397,28.0,14.0
1630995144.463,35.0,54.0
1630995144.614,32.0,3.0
1630995144.905,41.0,50.0
1630995145.204,36.0,10.0
1630995145.38,34.0,32.0
1630995145.495,46.0,34.0
1630995145.589,24.0,16.0
1630995145.692,14.0,17.0
1630995145.696,45.0,21.0
1630995145.942,41.0,24.0
1630995146.015,26.0,4.0
1630995146.29,13.0,18.0
1630995146.401,13.0,6.0
1630995146.503,39.0,50.0
1630995146.769,23.0,46.0
1630995146.88,44.0,26.0
1630995146.982,21.0,59.0
1630995147.253,19.0,53.0
1630995147.494,38.0,22.0
1630995147.654,35.0,18.0
1630995147.785,41.0,59.0
1630995147.957,8.0,27.0
1630995148.047,48.0,21.0
1630995148.137,42.0,31.0
1630995148.142,34.0,2.0
1630995148.388,27.0,31.0
1630995148.564,1.0,46.0
1630995148.637,2.0,29.0
1630995148.904,12.0,45.0
1630995149.195,14.0,48.0
1630995149.281,44.0,55.0
1630995149.391,28.0,17.0
1630995149.444,20.0,47.0
1630995149.703,26.0,24.0
1630995149.731,35.0,8.0
1630995149.997,16.0,2.0
1630995150.022,49.0,57.0
1630995150.03,32.0,14.0
1630995150.141,45.0,48.0
1630995150.313,36.0,45.0
1630995150.506,36.0,33.0
1630995150.673,28.0,27.0
1630995150.792,43.0,27.0
1630995150.874,39.0,47.0
1630995150.911,23.0,56.0
1630995151.182,11.0,3.0
1630995151.247,29.0,43.0
1630995151.522,20.0,21.0
1630995151.64,24.0,58.0
1630995151.825,48.0,9.0
1630995152.087,37.0,4.0
1630995152.193,14.0,59.0
1630995152.279,32.0,34.0
1630995152.484,16.0,48.0
1630995152.771,34.0,30.0
1630995152.804,10.0,3.0
1630995152.927,36.0,50.0
1630995153.161,4.0,37.0
1630995153.242,39.0,16.0
1630995153.25,44.0,13.0
1630995153.46,31.0,37.0
1630995153.574,30.0,31.0
1630995153.644,34.0,36.0
1630995153.677,12.0,30.0
1630995153.865,0.0,21.0
1630995153.963,26.0,20.0
1630995154.14,19.0,40.0
1630995154.32,27.0,7.0
1630995154.586,15.0,27.0
1630995154.754,49.0,33.0
1630995154.861,23.0,56.0
1630995154.987,18.0,46.0
1630995155.201,46.0,36.0
1630995155.344,39.0,47.0
1630995155.373,18.0,31.0
1630995155.549,13.0,42.0
1630995155.84,19.0,52.0
1630995155.918,46.0,10.0
1630995156.057,41.0,25.0
1630995156.344,40.0,3.0
1630995156.54,28.0,18.0
1630995156.704,39.0,24.0
1630995156.835,32.0,36.0
1630995157.069,1.0,54.0
1630995157.319,22.0,55.0
1630995157.569,17.0,2.0
1630995157.761,25.0,20.0
1630995157.905,38.0,44.0
1630995157.945,1.0,19.0
1630995158.138,13.0,42.0
1630995158.204,31.0,51.0
1630995158.478,32.0,51.0
1630995158.486,0.0,35.0
1630995158.699,25.0,17.0
1630995158.79,26.0,31.0
1630995159.06,0.0,30.0
1630995159.351,38.0,17.0
1630995159.482,20.0,25.0
1630995159.711,7.0,45.0
1630995159.777,49.0,8.0
1630995159.933,30.0,31.0
1630995160.158,33.0,28.0
1630995160.453,13.0,37.0
1630995160.732,21.0,12.0
1630995160.76,23.0,37.0
1630995160.932,3.0,2.0
1630995161.014,36.0,58.0
1630995161.211,29.0,48.0
1630995161.465,17.0,39.0
1630995161.641,2.0,19.0
1630995161.649,28.0,28.0
1630995161.743,3.0,1.0
1630995161.747,44.0,20.0
1630995161.784,37.0,24.0
1630995161.903,27.0,23.0
1630995161.985,23.0,31.0
1630995162.239,29.0,2.0
1630995162.411,42.0,38.0
1630995162.674,23.0,52.0
1630995162.759,7.0,43.0
1630995162.985,2.0,14.0
1630995163.128,31.0,48.0
1630995163.407,38.0,32.0
1630995163.485,21.0,53.0
1630995163.734,16.0,4.0
1630995163.898,17.0,45.0
1630995163.984,1.0,28.0
1630995164.193,3.0,19.0
1630995164.443,13.0,11.0
1630995164.464,42.0,29.0
1630995164.525,12.0,41.0
1630995164.812,7.0,34.0
1630995164.988,28.0,57.0
1630995165.017,12.0,38.0
1630995165.193,18.0,1.0
1630995165.492,9.0,57.0
1630995165.607,32.0,20.0
1630995165.861,43.0,59.0
1630995166.115,33.0,5.0
1630995166.209,25.0,30.0
1630995166.229,37.0,57.0
1630995166.504,13.0,56.0
1630995166.528,1.0,0.0
1630995166.766,27.0,10.0
1630995167.02,25.0,40.0
1630995167.098,28.0,5.0
1630995167.106,23.0,41.0
1630995167.135,1.0,31.0
1630995167.414,10.0,29.0
1630995167.668,38.0,14.0
1630995167.758,24.0,57.0
1630995167.95,0.0,40.0
1630995168.184,39.0,7.0
1630995168.479,16.0,23.0
1630995168.487,15.0,10.0
1630995168.593,14.0,16.0
1630995168.86,3.0,15.0
1630995168.868,30.0,56.0
1630995168.987,8.0,59.0
1630995169.155,37.0,38.0
1630995169.257,43.0,20.0
1630995169.286,39.0,37.0
1630995169.339,29.0,59.0
1630995169.499,38.0,39.0
1630995169.765,10.0,58.0
1630995169.937,38.0,15.0
1630995170.044,17.0,58.0
1630995170.101,45.0,10.0
1630995170.22,49.0,43.0
1630995170.326,47.0,29.0
1630995170.47,46.0,44.0
1630995170.539,42.0,44.0
1630995170.769,9.0,54.0
1630995170.838,17.0,13.0
1630995171.019,25.0,51.0
1630995171.261,9.0,52.0
1630995171.531,1.0,29.0
1630995171.682,19.0,58.0
1630995171.896,47.0,50.0
1630995171.99,37.0,7.0
1630995172.096,5.0,13.0
1630995172.268,25.0,2.0
1630995172.563,0.0,18.0
1630995172.752,14.0,1.0
1630995172.969,27.0,54.0
1630995172.977,49.0,48.0
1630995173.223,26.0,6.0
1630995173.44,2.0,19.0
1630995173.46,0.0,34.0
1630995173.653,19.0,14.0
1630995173.674,32.0,31.0
1630995173.895,23.0,40.0
1630995174.161,30.0,54.0
1630995174.346,7.0,54.0
1630995174.497,33.0,37.0
1630995174.608,21.0,44.0
1630995174.636,41.0,38.0
1630995174.677,44.0,27.0
1630995174.706,7.0,36.0
1630995174.751,34.0,48.0
1630995174.898,22.0,4.0
1630995174.915,44.0,11.0
1630995175.005,8.0,9.0
1630995175.292,49.0,8.0
1630995175.357,0.0,32.0
1630995175.652,17.0,44.0
1630995175.82,13.0,33.0
1630995176.111,49.0,59.0
1630995176.312,15.0,51.0
1630995176.369,43.0,55.0
1630995176.509,28.0,55.0
1630995176.566,16.0,32.0
1630995176.668,3.0,13.0
1630995176.91,19.0,1.0
1630995177.054,43.0,32.0
1630995177.324,2.0,37.0
1630995177.541,49.0,6.0
1630995177.606,13.0,25.0
1630995177.68,8.0,11.0
1630995177.959,13.0,39.0
1630995178.024,20.0,30.0
1630995178.065,20.0,19.0
1630995178.09,19.0,15.0
1630995178.221,48.0,32.0
1630995178.291,42.0,59.0
1630995178.438,13.0,47.0
1630995178.647,20.0,54.0
1630995178.926,34.0,33.0
1630995179.028,13.0,27.0
1630995179.237,23.0,53.0
1630995179.458,42.0,47.0
1630995179.561,15.0,55.0
1630995179.741,8.0,21.0
1630995179.844,17.0,38.0
1630995179.991,32.0,34.0
1630995180.208,24.0,50.0
1630995180.434,33.0,0.0
1630995180.72,10.0,36.0
1630995180.773,0.0,16.0
1630995181.015,28.0,9.0
1630995181.183,20.0,10.0
1630995181.273,38.0,3.0
1630995181.429,19.0,22.0
1630995181.589,34.0,52.0
1630995181.724,6.0,59.0
1630995181.83,38.0,13.0
1630995181.916,27.0,23.0
1630995181.953,49.0,23.0
1630995182.126,46.0,44.0
1630995182.265,2.0,18.0
1630995182.511,11.0,39.0
1630995182.654,32.0,25.0
1630995182.728,48.0,44.0
1630995182.842,17.0,26.0
1630995183.035,37.0,26.0
1630995183.187,48.0,43.0
1630995183.392,37.0,39.0
1630995183.465,7.0,3.0
1630995183.526,35.0,22.0
1630995183.67,36.0,55.0
1630995183.936,44.0,48.0
1630995183.981,3.0,54.0
1630995184.207,19.0,20.0
1630995184.449,25.0,38.0
1630995184.686,9.0,35.0
1630995184.76,48.0,53.0
1630995184.846,15.0,20.0
1630995184.944,44.0,1.0
1630995185.026,32.0,56.0
1630995185.116,12.0,31.0
1630995185.272,44.0,31.0
1630995185.346,31.0,12.0
1630995185.612,13.0,18.0
1630995185.706,34.0,3.0
1630995185.944,49.0,22.0
1630995186.046,41.0,11.0
1630995186.161,18.0,1.0
1630995186.19,6.0,16.0
1630995186.255,1.0,11.0
1630995186.374,24.0,4.0
1630995186.648,31.0,14.0
1630995186.722,3.0,8.0
1630995186.927,7.0,10.0
1630995187.21,27.0,36.0
1630995187.3,34.0,37.0
1630995187.382,49.0,32.0
1630995187.644,17.0,4.0
1630995187.906,17.0,45.0
1630995188.009,14.0,43.0
1630995188.049,1.0,9.0
1630995188.201,46.0,42.0
1630995188.308,14.0,49.0
1630995188.345,14.0,53.0
1630995188.64,11.0,26.0
1630995188.922,5.0,0.0
1630995189.139,12.0,48.0
1630995189.25,43.0,14.0
1630995189.266,14.0,19.0
1630995189.283,25.0,50.0
1630995189.574,46.0,26.0
1630995189.811,6.0,37.0
1630995190.049,48.0,26.0
1630995190.135,20.0,26.0
1630995190.405,5.0,17.0
1630995190.467,8.0,11.0
1630995190.741,0.0,21.0
1630995191.028,35.0,30.0
1630995191.303,5.0,3.0
1630995191.327,35.0,17.0
1630995191.54,33.0,18.0
1630995191.766,31.0,41.0
1630995192.028,30.0,53.0
1630995192.249,47.0,43.0
1630995192.347,36.0,57.0
1630995192.573,16.0,1.0
1630995192.581,19.0,48.0
1630995192.663,4.0,56.0
1630995192.749,13.0,2.0
1630995192.966,40.0,44.0
1630995193.052,32.0,34.0
1630995193.298,27.0,49.0
1630995193.457,41.0,44.0
1630995193.584,28.0,34.0
1630995193.613,13.0,55.0
1630995193.654,48.0,58.0
1630995193.798,33.0,44.0
1630995193.871,44.0,31.0
1630995193.925,4.0,45.0
1630995194.166,22.0,17.0
1630995194.338,17.0,41.0
1630995194.58,19.0,32.0
1630995194.727,32.0,8.0
1630995194.941,2.0,36.0
1630995194.99,49.0,27.0
1630995194.998,5.0,9.0
1630995195.256,2.0,24.0
1630995195.444,4.0,58.0
1630995195.678,31.0,29.0
1630995195.895,8.0,38.0
1630995196.059,48.0,9.0
1630995196.186,1.0,32.0
1630995196.477,9.0,19.0
1630995196.571,3.0,13.0
1630995196.592,48.0,25.0
1630995196.772,24.0,58.0
1630995196.829,44.0,7.0
1630995196.841,9.0,20.0
1630995197.092,27.0,0.0
1630995197.387,40.0,14.0
1630995197.395,39.0,38.0
1630995197.513,39.0,49.0
1630995197.583,25.0,39.0
1630995197.747,26.0,53.0
1630995197.816,21.0,33.0
1630995198.087,34.0,45.0
1630995198.148,17.0,53.0
1630995198.411,33.0,43.0
1630995198.525,49.0,18.0
1630995198.681,25.0,28.0
1630995198.906,15.0,31.0
1630995199.115,25.0,13.0
1630995199.41,27.0,25.0
1630995199.648,31.0,33.0
1630995199.82,39.0,24.0
1630995199.861,19.0,37.0
1630995200.086,24.0,21.0
1630995200.353,12.0,38.0
1630995200.492,30.0,13.0
1630995200.525,19.0,50.0
1630995200.586,41.0,2.0
1630995200.631,47.0,35.0
1630995200.926,34.0,14.0
1630995200.987,49.0,33.0
1630995201.143,15.0,28.0
1630995201.278,24.0,0.0
1630995201.319,45.0,36.0
1630995201.553,20.0,33.0
1630995201.639,7.0,49.0
1630995201.696,41.0,27.0
1630995201.938,48.0,42.0
1630995202.081,24.0,58.0
1630995202.102,27.0,54.0
1630995202.266,19.0,18.0
1630995202.565,25.0,15.0
1630995202.655,0.0,49.0
1630995202.901,14.0,47.0
